Date,Open,High,Low,Close,Volume,Adj Close
2010-01-04,26.743022,26.952574,26.475665,26.952574,8171000,26.952574
2010-01-05,26.808061,26.851418,26.461219,26.735804,10843200,26.735804
2010-01-06,26.128827,26.945353,25.955404,26.533478,8945400,26.533478
2010-01-07,26.51181,26.735814,26.352842,26.692457,5040700,26.692457
2010-01-08,26.677997,26.786386,26.4829,26.72858,6139800,26.72858
2010-01-11,26.7358,26.836962,26.663542,26.771929,4947500,26.771929
2010-01-12,26.620188,26.714125,26.446765,26.54793,4646300,26.54793
2010-01-13,26.482894,26.851413,26.446762,26.793608,4526600,26.793608
2010-01-14,26.851414,26.916447,26.64909,26.815285,5686500,26.815285
2010-01-15,26.685227,26.771937,26.34561,26.446772,8691800,26.446772
2010-01-19,26.461217,26.641864,26.273345,26.54793,5621700,26.54793
2010-01-20,26.446761,26.771927,26.381728,26.699669,5939000,26.699669
2010-01-21,26.844194,26.930904,26.172186,26.338381,7951700,26.338381
2010-01-22,26.237217,26.591285,25.991537,26.005989,6976400,26.005989
2010-01-25,26.17218,26.641861,25.998758,26.497343,6138000,26.497343
2010-01-26,26.410636,26.519025,26.092698,26.136051,6565500,26.136051
2010-01-27,26.121608,26.612969,26.085476,26.519032,6706500,26.519032
2010-01-28,26.555163,26.73581,26.280578,26.302258,5611100,26.302258
2010-01-29,26.388959,26.779158,26.013212,26.049341,8441900,26.049341
2010-02-01,26.222761,26.309471,26.020434,26.287794,6073200,26.287794
2010-02-02,26.266114,26.620184,26.17218,26.576828,7675600,26.576828
2010-02-03,26.013213,26.150504,24.73423,25.016039,23408700,25.016039
2010-02-04,25.088307,25.362889,24.163391,24.170618,17080600,24.170618
2010-02-05,24.170605,24.3368,23.845439,24.069443,12632300,24.069443
2010-02-08,24.495778,24.495778,24.040546,24.054998,11686000,24.054998
2010-02-09,24.242872,24.452423,24.14171,24.286228,7249200,24.286228
2010-02-10,24.242871,24.286227,23.867124,24.062223,6630100,24.062223
2010-02-11,24.0261,24.279005,23.874357,24.279005,5881800,24.279005
2010-02-12,24.120035,24.300682,24.011645,24.19952,5645700,24.19952
2010-02-16,24.343182,24.727741,24.198066,24.727741,5406500,24.727741
2010-02-17,24.444765,25.083275,24.415744,24.807554,7799400,24.807554
2010-02-18,24.90913,25.213872,24.83657,25.170336,5142100,25.170336
2010-02-19,25.141317,25.35899,25.046991,25.293688,4701500,25.293688
2010-02-22,25.612951,25.620208,25.184859,25.213882,5983800,25.213882
2010-02-23,25.119548,25.25741,24.698713,25.221128,7834900,25.221128
2010-02-24,25.366241,25.816102,25.105033,25.758055,7894500,25.758055
2010-02-25,25.56941,26.215175,25.366246,26.135361,11441400,26.135361
2010-02-26,26.084575,26.171643,25.525878,25.569414,7104100,25.569414
2010-03-01,25.562151,25.72178,25.300942,25.70001,6868000,25.70001
2010-03-02,25.758064,25.95397,25.54039,25.569414,8807600,25.569414
2010-03-03,25.504102,26.099077,25.409776,25.656473,10597300,25.656473
2010-03-04,25.692755,25.816105,25.344477,25.395267,8401500,25.395267
2010-03-05,25.511363,25.58392,25.34448,25.388016,7074800,25.388016
2010-03-08,25.475079,25.496845,25.112289,25.206615,7873600,25.206615
2010-03-09,25.163094,25.242908,24.858349,24.952675,7297400,24.952675
2010-03-10,24.996201,25.148572,24.814806,24.865597,8637100,24.865597
2010-03-11,24.81481,24.894624,24.263368,24.626158,13188800,24.626158
2010-03-12,24.749507,24.814809,24.5536,24.618902,6885900,24.618902
2010-03-15,24.575362,24.800293,24.466527,24.793036,4202200,24.793036
2010-03-16,24.865598,25.090529,24.77853,25.039736,5480700,25.039736
2010-03-17,25.083264,25.206614,24.880102,25.017962,5649400,25.017962
2010-03-18,25.032492,25.300955,24.96719,25.264677,5084600,25.264677
2010-03-19,25.054247,25.39527,24.901876,25.054247,9662700,25.054247
2010-03-22,25.083271,25.845128,25.083271,25.634712,10413000,25.634712
2010-03-23,26.070062,26.258711,25.750808,26.05555,10609100,26.05555
2010-03-24,26.026523,26.048293,25.620201,25.685503,6244500,25.685503
2010-03-25,25.772574,26.411085,25.721784,26.360294,9932900,26.360294
2010-03-26,26.309501,26.74485,26.229689,26.694059,9887400,26.694059
2010-03-29,26.614241,27.245494,26.614241,27.201962,12950200,27.201962
2010-03-30,27.187448,27.281771,27.013308,27.151167,6087000,27.151167
2010-03-31,26.940752,27.064099,26.773869,26.911728,5705700,26.911728
2010-04-01,26.962516,27.412374,26.948004,27.390608,7946500,27.390608
2010-04-05,27.34709,27.535742,27.15844,27.448673,6897500,27.448673
2010-04-06,27.274524,27.405129,27.064106,27.136665,5647200,27.136665
2010-04-07,27.114894,27.201965,26.483641,26.694059,8565500,26.694059
2010-04-08,26.556196,26.81015,26.556196,26.737591,5801900,26.737591
2010-04-09,26.723081,26.918985,26.592477,26.897219,4275800,26.897219
2010-04-12,26.824672,26.831926,26.527184,26.715834,6269800,26.715834
2010-04-13,26.577968,26.781129,26.534432,26.708572,4163600,26.708572
2010-04-14,26.67229,26.831918,26.519919,26.686802,4436200,26.686802
2010-04-15,26.519916,26.643266,26.331267,26.490892,6351900,26.490892
2010-04-16,26.40382,26.606981,26.019264,26.019264,9055600,26.019264
2010-04-19,25.982989,26.222428,25.895917,26.215174,4903900,26.215174
2010-04-20,26.302242,26.36029,26.135359,26.164383,3830100,26.164383
2010-04-21,26.135362,26.265966,25.816108,26.026524,4419400,26.026524
2010-04-22,25.910429,26.222428,25.82336,26.164383,3754800,26.164383
2010-04-23,26.157123,26.222425,25.903172,26.019264,4655500,26.019264
2010-04-26,25.924947,26.1136,25.888669,25.895924,3820100,25.895924
2010-04-27,25.758051,25.89591,25.228378,25.322704,6926200,25.322704
2010-04-28,25.351736,25.750807,25.264667,25.540388,5425300,25.540388
2010-04-29,25.678246,26.12085,25.620201,26.026524,6138100,26.026524
2010-04-30,25.939453,26.222428,25.489595,25.504107,6028600,25.504107
2010-05-03,25.634715,25.903179,25.533132,25.845131,5126900,25.845131
2010-05-04,25.562152,25.808849,25.25741,25.489595,8268800,25.489595
2010-05-05,25.148571,26.447358,25.148571,25.92494,9729300,25.92494
2010-05-06,25.772568,25.924938,23.769968,25.148569,10542100,25.148569
2010-05-07,25.105039,25.685504,24.669692,25.300945,13083100,25.300945
2010-05-10,25.881406,26.120849,25.540386,25.808849,7740400,25.808849
2010-05-11,25.583921,26.440105,25.446062,26.244198,9309300,26.244198
2010-05-12,26.324011,26.563453,26.12085,26.53443,5432200,26.53443
2010-05-13,26.461868,26.636005,26.004752,26.019264,5414900,26.019264
2010-05-14,25.910424,26.012004,25.504101,25.670984,6152800,25.670984
2010-05-17,25.656477,25.932198,25.380757,25.910429,6470000,25.910429
2010-05-18,25.770576,26.200329,25.588478,25.639465,5511800,25.639465
2010-05-19,25.544781,25.646756,25.064041,25.3554,7426800,25.3554
2010-05-20,24.532305,24.583292,23.818479,23.825762,16188800,23.825762
2010-05-21,23.5854,24.321077,23.527128,24.109842,12367300,24.109842
2010-05-24,24.044288,24.182684,23.818487,23.847624,5063400,23.847624
2010-05-25,23.323179,24.015154,23.257623,23.971449,8301800,23.971449
2010-05-26,24.124408,24.146261,23.155645,23.250336,7984200,23.250336
2010-05-27,23.51256,23.607252,23.199352,23.556265,7458200,23.556265
2010-05-28,23.541695,23.665524,23.148363,23.337746,7384700,23.337746
2010-06-01,23.19206,23.833048,22.973543,23.323172,7923500,23.323172
2010-06-02,23.447004,23.927744,23.286758,23.905893,5810700,23.905893
2010-06-03,23.738363,24.146265,23.206636,23.563547,7604900,23.563547
2010-06-04,23.308606,23.308606,22.325274,22.463669,11232100,22.463669
2010-06-07,21.902805,22.296139,21.502189,21.851818,18641500,21.851818
2010-06-08,21.851818,22.347126,21.66972,22.296139,13350300,22.296139
2010-06-09,22.267002,22.303423,21.378362,21.727991,18879200,21.727991
2010-06-10,21.997501,21.997501,20.511576,21.822685,28450700,21.822685
2010-06-11,21.378362,21.618732,21.196264,21.473053,17654200,21.473053
2010-06-14,21.65515,21.844532,21.480336,21.516756,13340800,21.516756
2010-06-15,21.669721,21.982931,21.531326,21.982931,10332600,21.982931
2010-06-16,21.859108,21.895527,21.239973,21.298244,12836100,21.298244
2010-06-17,21.451202,21.451202,21.159844,21.320091,12545500,21.320091
2010-06-18,22.58749,22.856995,21.880949,21.917368,29568500,21.917368
2010-06-21,22.237871,22.245155,21.815403,21.953796,13312700,21.953796
2010-06-22,21.014168,21.079724,20.44602,20.51886,27962000,20.51886
2010-06-23,20.540712,20.679106,20.336761,20.489723,14108200,20.489723
2010-06-24,20.475157,20.577132,20.067255,20.096392,10875900,20.096392
2010-06-25,20.052687,20.242069,19.586514,19.61565,15867700,19.61565
2010-06-28,19.739477,19.877872,19.586514,19.593798,9148400,19.593798
2010-06-29,19.433559,19.448128,19.178621,19.295164,20155900,19.295164
2010-06-30,19.280592,19.601086,19.12763,19.448124,11880100,19.448124
2010-07-01,19.426266,19.520956,19.222315,19.346142,15035200,19.346142
2010-07-02,19.44084,19.520962,19.12763,19.20047,12016400,19.20047
2010-07-06,19.73219,19.89972,19.266018,19.389845,12703100,19.389845
2010-07-07,19.440837,19.775898,19.302442,19.775898,10504600,19.775898
2010-07-08,20.008984,20.569847,19.921577,20.482441,11703400,20.482441
2010-07-09,20.511576,20.693674,20.431452,20.68639,10043300,20.68639
2010-07-12,20.649969,20.737375,20.380463,20.497005,11137200,20.497005
2010-07-13,20.730088,21.327372,20.657249,21.203545,14322000,21.203545
2010-07-14,21.152557,21.589592,21.043297,21.575026,15894600,21.575026
2010-07-15,21.560463,21.822684,21.385648,21.647869,15238800,21.647869
2010-07-16,21.618738,21.640589,21.19627,21.276392,12277600,21.276392
2010-07-19,21.261821,21.458487,21.137994,21.290956,9197100,21.290956
2010-07-20,21.123421,21.706135,21.123421,21.502186,10533100,21.502186
2010-07-21,21.626019,21.626019,20.890341,21.021452,11628200,21.021452
2010-07-22,21.232687,21.669724,21.123428,21.42207,10331100,21.42207
