Date,Open,High,Low,Close,Volume,Adj Close
2010-01-04,43.85099,44.15906,43.62694,43.956013,5839300,43.956013
2010-01-05,43.871996,43.93501,43.54292,43.619938,7099000,43.619938
2010-01-06,43.549915,43.696948,42.751734,43.024796,10551300,43.024796
2010-01-07,42.88477,43.647943,42.786748,43.339874,7517700,43.339874
2010-01-08,43.598928,43.69695,43.12982,43.297859,6107300,43.297859
2010-01-11,43.423891,43.710956,43.304862,43.633938,6081300,43.633938
2010-01-12,43.430885,43.871986,43.409881,43.871986,7199400,43.871986
2010-01-13,44.012034,44.313103,43.801986,43.82299,8623000,43.82299
2010-01-14,43.80198,43.921005,43.472904,43.864994,7095600,43.864994
2010-01-15,43.878992,44.096042,43.444894,43.60593,9429100,43.60593
2010-01-19,44.040038,44.684183,43.949016,44.446129,8551500,44.446129
2010-01-20,44.453118,44.530133,43.934998,44.117039,6996800,44.117039
2010-01-21,44.08904,44.530138,43.970011,44.250076,11724100,44.250076
2010-01-22,44.271092,45.356339,43.977026,44.383118,15645900,44.383118
2010-01-25,44.348105,44.530145,44.054037,44.173065,6382200,44.173065
2010-01-26,43.935011,44.810211,43.935011,44.677181,9292700,44.677181
2010-01-27,44.579156,44.81021,44.320097,44.621166,8080800,44.621166
2010-01-28,44.705181,44.719184,43.935006,43.99102,8560100,43.99102
2010-01-29,43.984007,44.264072,43.682938,43.710945,7589600,43.710945
2010-02-01,43.991018,44.789199,43.991018,44.733185,8062700,44.733185
2010-02-02,44.719186,44.845217,44.355102,44.831211,7271400,44.831211
2010-02-03,45.251304,46.035485,45.237304,45.657398,13695300,45.657398
2010-02-04,45.643395,45.699403,44.824204,44.852211,10868400,44.852211
2010-02-05,44.859215,45.048255,43.850986,44.369102,14007600,44.369102
2010-02-08,44.446125,44.670176,44.054035,44.054035,6975100,44.054035
2010-02-09,44.215071,44.70518,43.949009,44.509136,10131500,44.509136
2010-02-10,44.488138,44.691185,44.089048,44.285091,6161300,44.285091
2010-02-11,44.285087,44.698181,43.787974,44.663174,7478900,44.663174
2010-02-12,44.257086,44.733195,44.243083,44.523148,6749800,44.523148
2010-02-16,44.460136,44.936245,44.3061,44.817219,7090200,44.817219
2010-02-17,44.957235,45.055257,44.649165,44.992245,5424600,44.992245
2010-02-18,44.887221,45.244304,44.810203,45.146282,4975800,45.146282
2010-02-19,45.132283,45.433352,45.020261,45.328327,5622600,45.328327
2010-02-22,45.461363,45.461363,45.251313,45.349335,4274900,45.349335
2010-02-23,45.356313,45.545359,45.300299,45.419331,7485700,45.419331
2010-02-24,45.482352,45.895449,45.34932,45.692402,7579700,45.692402
2010-02-25,45.395841,45.642979,45.021601,45.459389,8500000,45.459389
2010-02-26,45.515887,45.70654,45.085159,45.085159,8288400,45.085159
2010-03-01,45.176945,45.289922,44.95805,45.176945,6320300,45.176945
2010-03-02,45.487635,45.487635,45.12752,45.240498,6271700,45.240498
2010-03-03,45.367597,45.431145,44.802709,44.92981,6396100,44.92981
2010-03-04,45.042782,45.042782,44.696787,44.788582,5958200,44.788582
2010-03-05,44.993361,45.021604,44.661488,44.958054,8154600,44.958054
2010-03-08,45.480581,46.278483,45.35348,45.981918,11825600,45.981918
2010-03-09,45.890116,46.250234,45.784198,45.967789,7126900,45.967789
2010-03-10,45.911297,46.066643,45.70653,45.854813,6900200,45.854813
2010-03-11,45.755957,46.04546,45.664159,46.04546,4350400,46.04546
2010-03-12,46.221984,46.589165,46.151374,46.271412,6601700,46.271412
2010-03-15,46.391456,46.737454,46.384399,46.553864,5715100,46.553864
2010-03-16,46.758631,46.772751,46.462066,46.652714,5705600,46.652714
2010-03-17,46.7657,46.913983,46.5115,46.871613,4818800,46.871613
2010-03-18,46.93516,47.125808,46.857488,47.083443,6206700,47.083443
2010-03-19,46.977535,47.245861,46.603298,46.977535,10230100,46.977535
2010-03-22,46.652718,47.485928,46.53268,47.316463,7386400,47.316463
2010-03-23,47.408244,47.556526,47.189351,47.556526,8057700,47.556526
2010-03-24,47.30234,47.443565,47.012837,47.168182,6363700,47.168182
2010-03-25,47.401195,47.620093,47.196422,47.238792,5705600,47.238792
2010-03-26,47.372946,47.627146,47.259971,47.492989,5984100,47.492989
2010-03-29,47.634201,47.648326,47.019883,47.358818,6522600,47.358818
2010-03-30,47.387063,47.655383,47.2529,47.478855,5093500,47.478855
2010-03-31,47.415322,47.584787,47.048142,47.111694,5765600,47.111694
2010-04-01,47.351753,47.810726,47.351753,47.718933,5474200,47.718933
2010-04-05,47.846061,48.156746,47.846061,48.036709,4875200,48.036709
2010-04-06,47.853103,47.987265,47.768373,47.881348,3318300,47.881348
2010-04-07,47.874288,48.1073,47.492988,47.803673,6623700,47.803673
2010-04-08,47.944888,48.74279,47.923705,48.552143,7141000,48.552143
2010-04-09,48.481543,48.55921,48.114362,48.495663,5622100,48.495663
2010-04-12,48.559205,48.615695,48.276765,48.38974,4025000,48.38974
2010-04-13,48.495654,48.756917,48.234391,48.665119,5652600,48.665119
2010-04-14,48.848716,49.095853,48.756923,49.018181,6193000,49.018181
2010-04-15,48.940507,49.067607,48.700432,48.834595,4767200,48.834595
2010-04-16,48.799288,48.919325,48.248523,48.742798,7876100,48.742798
2010-04-19,48.721618,49.406546,48.714556,49.371239,7157900,49.371239
2010-04-20,49.413625,49.844348,49.392437,49.66782,7340300,49.66782
2010-04-21,49.865528,50.268011,49.463046,49.681938,10738100,49.681938
2010-04-22,49.604245,50.4657,49.512453,50.15501,7139600,50.15501
2010-04-23,50.289185,50.380977,49.957312,50.239758,5923700,50.239758
2010-04-26,50.345668,50.430398,49.943186,50.147953,6035600,50.147953
2010-04-27,49.929072,50.366862,49.710179,49.801971,8154400,49.801971
2010-04-28,49.76668,49.943208,49.25828,49.66782,7589400,49.66782
2010-04-29,49.837278,50.628119,49.837278,50.501019,7357400,50.501019
2010-04-30,50.508079,50.635179,49.703114,49.844334,6966600,49.844334
2010-05-03,50.049104,50.72697,49.886702,50.430405,5990600,50.430405
2010-05-04,50.23976,50.345678,49.639568,49.879642,7240200,49.879642
2010-05-05,49.710182,50.176212,49.519529,49.893772,9577700,49.893772
2010-05-06,49.745474,50.479829,47.655388,49.018181,16489600,49.018181
2010-05-07,48.735728,48.947563,47.605952,48.02256,15280700,48.02256
2010-05-10,49.477159,50.169149,49.251203,49.837276,10903300,49.837276
2010-05-11,49.547769,50.204451,49.519523,49.766666,6709900,49.766666
2010-05-12,49.943196,50.091478,49.53365,49.900826,5655500,49.900826
2010-05-13,49.929063,50.345671,49.745473,49.780781,5734000,49.780781
2010-05-14,49.62542,49.745458,48.79221,49.138203,9111400,49.138203
2010-05-17,49.300618,49.604246,48.968745,49.526573,7467000,49.526573
2010-05-18,49.801974,49.999684,49.314756,49.441856,6897800,49.441856
2010-05-19,49.187653,49.39242,48.651007,49.004063,7814300,49.004063
2010-05-20,48.396816,48.975826,47.754252,47.77544,13571000,47.77544
2010-05-21,47.358825,48.043753,46.285539,47.916653,12614800,47.916653
2010-05-24,47.902535,48.375633,47.492995,47.77544,6733300,47.77544
2010-05-25,47.019896,47.902534,46.744514,47.902534,9257900,47.902534
2010-05-26,47.937837,48.057875,46.603289,46.610352,11525200,46.610352
2010-05-27,47.286787,47.849297,47.009085,47.849297,9728000,47.849297
2010-05-28,47.87779,48.155487,47.528891,47.614338,7164800,47.614338
2010-06-01,47.158634,47.927637,47.023344,47.251198,5367700,47.251198
2010-06-02,47.372226,48.276523,47.13725,48.255157,5750400,48.255157
2010-06-03,48.276554,48.596971,48.020218,48.312153,4402500,48.312153
2010-06-04,47.578737,48.48303,47.365122,47.49329,7558000,47.49329
2010-06-07,47.450556,48.290767,47.172859,47.528881,9808400,47.528881
2010-06-08,47.820833,48.739365,46.859571,48.689522,13565800,48.689522
2010-06-09,48.903133,49.059784,48.447426,48.604076,8921800,48.604076
2010-06-10,49.116747,49.422926,48.924492,49.394444,6743600,49.394444
2010-06-11,49.031302,49.522613,48.952977,49.515491,5367100,49.515491
2010-06-14,49.807424,49.82879,49.344601,49.344601,4525300,49.344601
2010-06-15,49.800307,50.191927,49.73622,50.127846,6419900,50.127846
2010-06-16,49.88575,50.199051,49.850151,50.049522,4548500,50.049522
2010-06-17,50.234653,50.256014,49.401558,49.878632,7014900,49.878632
2010-06-18,50.021026,50.149194,49.707726,49.757568,8817900,49.757568
2010-06-21,50.035274,50.199047,49.679253,49.78606,5203100,49.78606
2010-06-22,49.850146,50.106482,48.810564,48.874645,5487700,48.874645
2010-06-23,49.00279,49.344573,48.753576,48.8675,5443200,48.8675
2010-06-24,48.725124,48.803449,48.141249,48.226696,5942800,48.226696
2010-06-25,48.212456,48.625442,47.970363,48.005962,8041700,48.005962
2010-06-28,48.119882,48.340614,47.884907,47.941872,4427700,47.941872
2010-06-29,47.429211,47.557379,47.058945,47.322403,8715200,47.322403
2010-06-30,47.201359,47.592979,46.852459,46.902302,7204900,46.902302
2010-07-01,47.507522,47.63569,46.503539,47.500401,10924400,47.500401
2010-07-02,47.528886,47.706897,46.966372,47.09454,5280600,47.09454
2010-07-06,47.36512,47.778106,46.731402,47.073185,5940700,47.073185
2010-07-07,47.05893,47.97035,46.994849,47.927624,6623200,47.927624
2010-07-08,48.276522,49.237779,48.098512,49.14521,7871200,49.14521
2010-07-09,49.18795,49.365961,48.952975,49.287636,4513000,49.287636
2010-07-12,49.102507,49.843033,49.102507,49.800312,5420800,49.800312
2010-07-13,50.156334,50.604919,49.92848,50.441147,6072100,50.441147
2010-07-14,50.199038,50.540821,49.956946,50.483856,4476100,50.483856
