Date,Open,High,Low,Close,Volume,Adj Close
2010-01-04,82.522006,83.648049,82.314414,83.32093,6438444,83.32093
2010-01-05,82.836552,82.943498,81.842616,82.314423,7156104,82.314423
2010-01-06,82.207509,82.717063,81.660218,81.779739,5863144,81.779739
2010-01-07,81.697937,81.936985,81.094028,81.496635,6109268,81.496635
2010-01-08,81.194669,82.358455,81.182089,82.314423,4390271,82.314423
2010-01-11,82.446542,82.446542,80.943057,81.452606,5993998,81.452606
2010-01-12,81.169513,82.616384,81.150637,82.10054,8453249,82.10054
2010-01-13,82.025059,82.484285,81.2513,81.924408,6752348,81.924408
2010-01-14,82.1257,83.484501,81.723092,83.232872,7438943,83.232872
2010-01-15,83.056736,83.597742,82.465408,82.899467,8885142,82.899467
2010-01-19,82.8051,84.453278,82.761062,84.384079,14556345,84.384079
2010-01-20,82.069119,82.503179,81.119215,81.937012,15896585,81.937012
2010-01-21,82.075385,82.213783,80.559314,81.150642,10050596,81.150642
2010-01-22,80.943059,81.081451,78.867111,78.948891,10552676,78.948891
2010-01-25,79.471038,79.823323,79.081011,79.338936,6002471,79.338936
2010-01-26,79.213081,80.364286,78.892253,79.10614,7463524,79.10614
2010-01-27,79.15018,79.867326,78.659502,79.471008,9120283,79.471008
2010-01-28,79.911358,79.917649,77.407642,77.847992,10064821,77.847992
2010-01-29,78.206589,78.634358,76.684227,76.99247,12103475,76.99247
2010-02-01,77.520884,78.602895,77.237803,78.42675,7576073,78.42675
2010-02-02,78.502234,79.14389,77.973814,78.967751,6171295,78.967751
2010-02-03,78.734985,79.307442,78.678371,79.049522,4369247,79.049522
2010-02-04,78.753879,78.911147,77.313297,77.376205,9546737,77.376205
2010-02-05,77.401371,77.829141,76.640188,77.703323,9013382,77.703323
2010-02-08,77.817025,77.861259,76.926063,77.014526,5981551,77.014526
2010-02-09,77.501105,78.480536,77.381048,77.854965,6322547,77.854965
2010-02-10,77.684356,78.132994,77.223076,77.602211,5459179,77.602211
2010-02-11,77.456876,78.480537,77.128295,78.183548,5323094,78.183548
2010-02-12,77.728609,78.385772,76.843964,78.354179,8386514,78.354179
2010-02-16,78.929171,79.131378,78.423662,79.131378,7089056,79.131378
2010-02-17,79.301982,79.952826,79.118736,79.826447,6095460,79.826447
2010-02-18,79.700079,80.881706,79.617933,80.76165,5780091,80.76165
2010-02-19,80.470989,80.919632,80.167687,80.369888,6593043,80.369888
2010-02-22,80.439389,80.521534,79.813818,80.155037,3983273,80.155037
2010-02-23,79.921242,80.666869,79.617934,79.9086,4803127,79.9086
2010-02-24,80.262461,81.052322,80.129763,80.622635,5001972,80.622635
2010-02-25,79.649518,80.401464,79.346211,80.294044,5919000,80.294044
2010-02-26,80.256147,80.881713,80.085538,80.350929,5004273,80.350929
2010-03-01,80.565759,81.406173,80.546803,81.241882,4788274,81.241882
2010-03-02,81.324045,81.570482,80.331982,80.515228,6289912,80.515228
2010-03-03,80.711105,80.894357,80.047624,80.174004,6683940,80.174004
2010-03-04,80.294061,80.294061,79.283042,80.072899,6309786,80.072899
2010-03-05,80.357238,80.597356,80.275093,80.407791,6422649,80.407791
2010-03-08,80.287726,80.565754,79.845406,79.876999,6484468,79.876999
2010-03-09,79.788549,79.801186,79.11243,79.333588,7875125,79.333588
2010-03-10,79.611622,79.845421,79.11875,79.377823,7234345,79.377823
2010-03-11,79.434712,80.761681,79.434712,80.628983,8286621,80.628983
2010-03-12,80.824848,81.115514,80.572093,80.843803,5407297,80.843803
2010-03-15,80.502582,81.096555,80.426755,80.774292,4704594,80.774292
2010-03-16,80.881708,81.43777,80.534171,81.305077,6417105,81.305077
2010-03-17,81.450402,81.469358,80.477289,80.730049,6640426,80.730049
2010-03-18,80.540498,81.355633,80.534179,81.121834,5182302,81.121834
2010-03-19,80.698471,81.469377,80.110816,80.698471,11238538,80.698471
2010-03-22,80.319336,81.128158,79.978117,80.86908,5911887,80.86908
2010-03-23,80.843792,81.785307,80.654227,81.747391,6253511,81.747391
2010-03-24,81.279814,82.11391,81.178713,81.216629,6976088,81.216629
2010-03-25,81.741095,82.606783,81.59576,81.665268,7952947,81.665268
2010-03-26,81.469374,82.006476,81.336676,81.677895,5806137,81.677895
2010-03-29,81.703175,82.113902,81.046007,81.254532,4856578,81.254532
2010-03-30,81.450416,81.595747,81.039684,81.368271,3584224,81.368271
2010-03-31,81.027051,81.355633,80.660559,81.039688,5130421,81.039688
2010-04-01,81.482013,81.709493,80.597369,81.039688,5209603,81.039688
2010-04-05,81.121823,82.019109,80.970174,81.734756,4308160,81.734756
2010-04-06,81.311411,81.703182,80.913321,81.469383,4106910,81.469383
2010-04-07,81.21661,81.684204,80.888029,81.185013,5394222,81.185013
2010-04-08,80.906977,81.027033,80.376188,80.635262,6283217,80.635262
2010-04-09,80.805876,81.431447,80.325646,81.361938,5423615,81.361938
2010-04-12,81.24189,81.488326,81.033365,81.109192,4175946,81.109192
2010-04-13,81.046011,81.785325,80.780619,81.53257,7132779,81.53257
2010-04-14,81.974878,83.042768,81.804268,82.935349,8938907,82.935349
2010-04-15,82.480397,82.86585,82.265559,82.707878,6720864,82.707878
2010-04-16,82.575179,83.516695,82.303469,82.543587,9985325,82.543587
2010-04-19,82.3856,83.586188,82.3856,83.554596,11875970,83.554596
