Date,Open,High,Low,Close,Volume,Adj Close
2010-01-04,17.174134,17.199844,17.014733,17.112431,16176648,17.112431
2010-01-05,17.158712,17.174138,16.855337,17.143286,23722957,17.143286
2010-01-06,17.025915,17.078078,16.587748,16.650343,37506464,16.650343
2010-01-07,16.744239,16.744239,16.446911,16.551237,25508242,16.551237
2010-01-08,16.51473,16.577325,16.389539,16.561676,20658308,16.561676
2010-01-11,16.67643,16.67643,16.389536,16.629484,21974989,16.629484
2010-01-12,16.577319,16.650346,16.530372,16.64513,14407568,16.64513
2010-01-13,16.665994,16.712941,16.514722,16.624264,17108741,16.624264
2010-01-14,16.598182,16.624263,16.274773,16.285206,23054221,16.285206
2010-01-15,16.274776,16.337372,15.883556,15.951368,46642300,15.951368
2010-01-19,16.034821,16.337365,15.987875,16.290419,23935668,16.290419
2010-01-20,16.290425,16.347804,15.9618,16.019178,30237693,16.019178
2010-01-21,16.060906,16.154799,15.784444,15.977446,23572406,15.977446
2010-01-22,15.946152,16.133939,15.805314,15.826178,24228667,15.826178
2010-01-25,16.066119,16.201743,15.789657,16.003525,21103350,16.003525
2010-01-26,15.857476,15.925287,15.518419,15.737501,37811511,15.737501
2010-01-27,15.643601,15.753143,15.388005,15.581006,34965652,15.581006
2010-01-28,15.560146,15.753149,15.195008,15.299333,35659870,15.299333
2010-01-29,15.361922,15.523627,15.236732,15.346272,27086894,15.346272
2010-02-01,15.554926,15.570575,15.309761,15.445384,18225611,15.445384
2010-02-02,15.419306,15.586226,15.377575,15.507982,17606348,15.507982
2010-02-03,15.513197,15.554927,15.137626,15.226302,35864052,15.226302
2010-02-04,15.11676,15.148058,14.928974,14.934191,28760120,14.934191
2010-02-05,14.934196,15.002007,14.767275,14.991574,25070131,14.991574
2010-02-08,15.017654,15.033303,14.798571,14.798571,17707533,14.798571
2010-02-09,14.970703,15.168921,14.965487,14.996785,25553557,14.996785
2010-02-10,15.017652,15.137627,14.892462,15.059382,16152658,15.059382
2010-02-11,15.054164,15.231517,14.960272,15.148058,15994750,15.148058
2010-02-12,15.085465,15.137627,14.975922,15.090681,15161602,15.090681
2010-02-16,15.236737,15.252385,15.14806,15.221087,12456485,15.221087
2010-02-17,15.262815,15.335842,15.14284,15.200219,14310116,15.200219
2010-02-18,15.200219,15.262814,15.095893,15.205435,11936700,15.205435
2010-02-19,15.137631,15.273254,15.080252,15.137631,19705104,15.137631
2010-02-22,15.158494,15.195008,15.075033,15.127195,14640538,15.127195
2010-02-23,15.085468,15.101117,14.970709,14.991574,15712094,14.991574
2010-02-24,15.007222,15.127196,14.975924,15.106331,13273532,15.106331
2010-02-25,15.007216,15.111542,14.918539,15.064594,16887606,15.064594
2010-02-26,15.090681,15.132411,15.002004,15.090681,13582737,15.090681
2010-03-01,15.111543,15.18457,15.048947,15.121975,17269741,15.121975
2010-03-02,15.153274,15.273248,15.07503,15.262816,18502083,15.262816
2010-03-03,15.294115,15.304547,15.142843,15.195006,14241984,15.195006
2010-03-04,15.241947,15.346272,15.179352,15.268028,13974255,15.268028
2010-03-05,15.278467,15.309764,15.184573,15.247169,19983282,15.247169
2010-03-08,15.283684,15.502767,15.23152,15.455821,17094454,15.455821
2010-03-09,15.445387,15.669688,15.424522,15.601875,21646272,15.601875
2010-03-10,15.643603,15.669686,15.450601,15.518414,19359540,15.518414
